PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Actual,Pred_Baseline (prior),Pred_Logistic Regression,Pred_Decision Tree,Pred_Random Forest,Pred_Hist Gradient Boosting
368.5,280.7,121.0,16.6,67.8,35.0,2.86,64.5,40.6,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
49.7,133.9,59.0,82.8,201.2,45.2,8.38,7.4,127.3,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
202.5,402.5,56.8,0.9,194.7,32.0,6.49,90.3,107.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
389.2,110.0,89.7,103.8,127.7,12.7,5.62,84.3,88.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
361.1,513.0,26.3,61.7,233.0,45.8,3.23,43.7,12.2,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
289.9,126.2,21.5,53.0,233.8,2.4,6.99,44.1,18.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
141.4,293.9,90.1,122.6,204.4,35.3,9.48,35.5,104.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
317.2,534.0,189.4,123.2,230.8,13.7,3.41,11.4,32.4,Severe,Very Poor,Severe,Severe,Severe,Severe
404.2,161.8,23.1,130.8,45.7,12.4,4.11,99.3,132.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
225.7,302.8,160.9,85.9,216.0,11.8,9.6,36.8,152.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
249.4,103.6,117.3,19.0,178.1,5.4,9.88,70.8,42.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
92.7,17.8,14.5,76.5,197.9,4.1,8.59,40.9,51.5,Poor,Very Poor,Moderate,Poor,Poor,Poor
413.7,389.4,66.1,129.5,148.8,10.2,1.54,35.1,106.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
312.6,58.9,66.1,111.5,116.7,27.9,8.37,54.1,42.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
333.7,240.2,128.8,99.2,144.2,8.6,1.12,23.0,20.7,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
61.8,42.1,29.6,146.7,15.7,32.1,8.49,33.6,150.2,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
133.3,346.0,80.7,29.5,24.3,39.8,5.88,66.5,139.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
293.6,87.9,136.9,98.3,226.1,25.5,1.58,7.1,150.1,Severe,Very Poor,Poor,Severe,Severe,Severe
409.8,446.4,122.9,16.7,56.2,30.7,0.55,68.5,82.3,Severe,Very Poor,Satisfactory,Satisfactory,Severe,Severe
49.4,500.0,63.6,69.9,218.6,48.8,9.55,48.2,98.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
186.9,291.0,132.2,5.8,48.4,30.8,1.49,59.8,66.1,Very Poor,Very Poor,Satisfactory,Poor,Very Poor,Very Poor
16.3,344.8,77.5,10.5,97.7,48.0,4.61,46.4,144.0,Poor,Very Poor,Very Poor,Poor,Poor,Moderate
387.1,479.7,167.6,104.8,23.8,0.8,2.75,24.8,71.3,Severe,Very Poor,Severe,Severe,Severe,Severe
182.4,585.1,164.3,91.9,144.6,16.8,5.72,42.7,72.7,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
301.7,455.6,124.0,28.2,25.4,0.5,4.48,98.8,32.1,Severe,Very Poor,Severe,Severe,Severe,Severe
466.4,10.0,151.9,36.6,113.5,38.7,7.37,21.1,51.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
16.0,64.8,165.2,24.9,155.1,4.9,2.32,14.0,34.7,Moderate,Very Poor,Good,Moderate,Moderate,Moderate
314.0,5.8,38.6,103.5,141.8,28.5,1.37,74.3,108.8,Severe,Very Poor,Moderate,Severe,Severe,Severe
480.5,326.7,120.0,26.5,99.8,32.0,4.27,35.7,188.9,Poor,Very Poor,Poor,Poor,Poor,Poor
380.5,335.1,94.2,116.1,202.0,4.6,9.86,78.5,11.3,Poor,Very Poor,Moderate,Poor,Poor,Satisfactory
200.0,353.8,132.4,22.5,23.8,20.6,0.38,58.2,77.3,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
236.8,241.2,53.5,136.8,190.8,47.3,1.36,78.5,167.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Severe
363.2,463.8,6.9,22.0,20.4,2.0,0.85,58.0,76.7,Severe,Very Poor,Satisfactory,Satisfactory,Severe,Very Poor
44.7,426.3,53.7,139.2,14.9,49.2,1.35,67.0,108.2,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor
8.6,266.9,170.9,69.7,118.3,50.0,6.14,31.6,84.8,Poor,Very Poor,Very Poor,Poor,Poor,Poor
428.7,239.6,8.8,22.4,174.8,6.7,7.17,16.0,76.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Severe
49.2,324.4,76.2,97.5,234.0,46.3,6.06,21.4,184.3,Poor,Very Poor,Poor,Poor,Poor,Poor
393.7,157.2,31.4,9.2,55.4,31.1,4.44,97.0,132.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
499.0,80.6,77.2,6.8,96.3,3.3,3.68,53.5,194.7,Poor,Very Poor,Poor,Poor,Poor,Moderate
132.3,495.9,98.3,40.8,91.9,13.3,8.01,95.9,183.1,Severe,Very Poor,Poor,Severe,Severe,Severe
346.3,230.6,189.9,42.5,202.8,41.5,5.86,67.0,152.6,Severe,Very Poor,Poor,Severe,Severe,Severe
177.4,383.7,100.1,5.5,185.8,5.6,3.56,42.7,11.1,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
167.8,394.1,190.8,146.7,159.9,32.9,9.36,56.6,149.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
83.8,568.5,140.0,134.3,181.5,30.2,9.14,71.3,141.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
225.3,594.7,67.5,25.8,33.3,18.4,0.52,41.6,145.3,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
422.6,101.9,65.7,76.8,136.6,17.5,4.88,72.6,116.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
178.6,463.1,187.7,89.9,7.5,36.1,4.9,74.9,112.0,Severe,Very Poor,Severe,Severe,Severe,Severe
146.6,271.5,51.7,116.3,155.1,17.2,9.81,85.4,169.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
424.1,222.4,101.9,100.8,209.0,9.1,4.32,11.6,29.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
261.0,41.7,192.6,99.0,16.7,6.0,9.5,80.6,129.0,Severe,Very Poor,Moderate,Severe,Severe,Satisfactory
319.0,505.4,167.4,46.3,219.8,17.1,2.85,96.2,82.3,Severe,Very Poor,Severe,Severe,Severe,Severe
403.9,264.5,126.7,99.1,207.1,40.8,1.72,50.7,19.5,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
359.8,185.0,104.4,71.5,92.2,45.8,1.08,94.7,174.0,Poor,Very Poor,Poor,Poor,Poor,Moderate
144.3,586.5,53.2,28.7,165.5,26.9,1.65,36.7,11.7,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
234.2,237.7,8.6,134.6,106.8,16.1,2.23,28.2,75.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
475.5,282.5,179.7,30.4,163.9,49.6,2.91,46.8,15.8,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
365.3,278.6,116.3,117.8,155.8,9.1,8.78,88.7,136.4,Poor,Very Poor,Severe,Poor,Poor,Poor
403.7,35.4,48.6,60.7,157.7,29.7,6.47,3.1,58.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
365.3,353.5,190.7,51.2,36.0,0.4,5.68,81.6,5.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
199.2,497.5,171.3,41.1,227.7,0.9,0.08,46.2,137.3,Severe,Very Poor,Satisfactory,Very Poor,Severe,Severe
337.5,85.3,92.1,16.7,207.3,21.0,4.86,44.5,132.5,Severe,Very Poor,Poor,Severe,Severe,Severe
187.0,76.6,135.7,130.0,162.9,19.4,9.15,58.0,188.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
322.7,264.6,156.1,1.0,246.3,48.2,8.26,75.4,94.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
252.5,163.9,113.7,85.4,217.3,34.6,6.07,42.5,13.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
225.9,40.6,59.1,51.1,28.4,0.9,4.5,11.1,19.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
205.7,492.9,126.9,72.0,137.2,48.1,0.83,0.3,82.3,Severe,Very Poor,Satisfactory,Very Poor,Severe,Very Poor
280.8,368.3,149.9,102.1,143.4,33.0,3.1,43.5,13.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
102.8,406.1,33.6,139.3,100.0,46.4,8.79,88.4,50.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
343.9,161.4,132.0,61.1,81.3,10.3,5.63,68.4,153.0,Severe,Very Poor,Poor,Severe,Severe,Severe
405.6,220.9,44.6,91.2,188.6,49.5,2.51,21.2,77.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
85.0,459.3,105.5,53.1,16.7,12.0,1.02,99.1,175.6,Severe,Very Poor,Poor,Poor,Severe,Severe
114.3,189.6,176.0,135.8,233.2,30.5,0.31,65.2,145.3,Poor,Very Poor,Poor,Poor,Poor,Poor
390.6,37.1,24.7,76.8,239.5,1.2,5.4,81.8,12.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
180.1,58.6,138.3,79.1,87.7,16.7,5.25,98.5,167.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
168.3,416.6,105.3,84.4,179.6,38.2,5.5,2.3,139.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
136.6,538.5,15.5,3.8,25.6,32.6,4.42,5.8,195.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
225.4,538.1,63.6,58.0,190.1,1.5,1.53,57.8,134.1,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
451.5,230.7,120.2,106.5,145.1,6.5,4.96,61.6,167.7,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
99.8,16.8,157.3,30.6,184.2,43.2,4.02,90.0,156.8,Poor,Very Poor,Poor,Poor,Poor,Poor
65.3,492.1,171.8,85.4,236.6,18.3,7.69,5.2,142.5,Severe,Very Poor,Very Poor,Severe,Severe,Severe
55.1,528.4,135.4,46.3,195.8,24.6,7.4,41.3,162.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
209.6,27.9,7.1,47.6,60.6,3.4,8.19,69.7,104.0,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
244.5,366.6,194.9,47.3,206.7,49.5,9.2,58.5,70.4,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
38.0,105.4,68.3,43.1,79.3,30.9,3.7,82.8,52.6,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
92.0,251.6,146.9,146.6,127.5,43.5,2.35,52.6,183.2,Poor,Very Poor,Poor,Poor,Poor,Poor
164.2,131.4,82.4,101.2,192.4,29.7,7.61,51.5,75.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
43.6,34.5,118.7,15.0,161.3,4.3,8.45,64.7,61.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
57.0,519.6,48.2,91.6,248.7,30.3,9.27,79.7,72.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
364.0,88.9,109.2,95.7,61.4,12.1,1.23,44.2,60.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
340.2,30.4,84.7,38.9,144.4,29.1,1.94,73.5,105.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
343.2,332.9,126.7,35.6,107.3,25.8,8.89,68.3,50.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
322.8,260.0,187.9,144.9,112.2,15.6,9.81,36.9,51.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
66.9,313.6,73.5,117.8,74.2,39.1,3.08,27.5,177.2,Poor,Very Poor,Poor,Poor,Poor,Poor
338.6,587.9,186.3,85.8,236.3,11.4,5.94,53.0,156.4,Severe,Very Poor,Severe,Severe,Severe,Severe
73.4,186.1,58.1,54.4,52.6,23.1,4.39,78.2,43.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
387.5,573.8,185.9,91.3,194.3,7.9,9.7,78.1,162.7,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
49.3,375.2,50.4,22.8,118.6,25.5,4.14,82.7,177.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
495.5,42.0,85.5,139.9,248.9,23.8,2.53,5.0,108.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
119.4,593.3,6.4,12.8,164.2,20.7,7.41,86.0,108.4,Poor,Very Poor,Severe,Poor,Poor,Very Poor
452.3,367.2,23.7,136.6,161.7,48.0,5.21,79.4,135.3,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
389.9,397.8,152.0,136.1,74.1,19.5,3.99,82.4,97.0,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
87.3,316.2,172.4,48.3,58.5,21.7,3.14,62.3,66.1,Poor,Very Poor,Very Poor,Poor,Poor,Poor
470.9,432.0,125.8,148.3,129.0,10.1,0.28,59.9,87.0,Severe,Very Poor,Severe,Severe,Severe,Moderate
18.5,228.2,191.3,142.0,101.2,41.2,5.01,94.5,29.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
24.7,418.2,21.3,80.7,80.3,22.3,0.09,70.1,173.7,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor
97.0,302.5,14.6,148.8,105.5,43.7,1.8,32.9,141.4,Poor,Very Poor,Poor,Poor,Poor,Poor
399.2,338.2,90.0,111.2,147.8,3.1,1.7,65.7,181.5,Poor,Very Poor,Poor,Poor,Poor,Poor
110.5,413.2,181.2,4.4,185.1,30.4,4.54,90.7,118.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
114.3,527.7,180.3,4.3,99.3,39.1,3.15,53.7,29.8,Poor,Very Poor,Very Poor,Poor,Poor,Poor
238.5,112.5,114.9,105.5,152.1,22.8,7.0,92.4,17.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
231.7,89.1,74.8,59.3,198.5,15.1,1.93,79.0,77.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
347.8,95.7,75.1,2.5,146.3,46.5,8.07,85.2,83.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
215.7,471.7,42.1,88.7,97.9,33.3,3.84,97.7,141.5,Severe,Very Poor,Severe,Severe,Severe,Severe
51.1,421.4,178.1,108.7,160.1,11.6,4.32,16.9,0.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
165.0,431.6,134.3,101.9,208.0,19.7,4.92,70.2,115.2,Severe,Very Poor,Very Poor,Severe,Severe,Severe
126.1,116.7,152.0,23.6,232.8,9.8,4.14,84.3,124.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
366.4,525.5,152.0,112.8,8.7,45.2,0.12,12.9,163.9,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
107.0,169.8,180.8,125.5,229.3,48.4,9.67,14.9,3.7,Poor,Very Poor,Moderate,Poor,Poor,Poor
343.0,395.5,115.7,25.0,117.6,34.8,0.21,12.8,13.0,Severe,Very Poor,Good,Severe,Severe,Severe
315.2,249.1,189.5,149.9,45.3,10.7,1.47,96.8,178.4,Severe,Very Poor,Poor,Severe,Severe,Severe
199.5,375.2,5.8,98.6,170.7,7.2,9.02,20.2,17.9,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
212.4,333.8,31.3,130.1,81.7,33.0,0.35,58.5,89.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
69.4,515.0,180.1,112.2,35.3,25.7,4.62,49.0,78.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
275.1,402.5,111.9,105.8,69.4,16.2,4.32,83.8,38.7,Severe,Very Poor,Severe,Severe,Severe,Severe
136.6,278.2,74.7,84.9,79.0,1.9,0.22,74.7,125.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
300.9,420.9,166.0,38.4,114.8,26.6,3.11,55.4,103.7,Severe,Very Poor,Severe,Severe,Severe,Severe
135.2,538.8,105.7,77.1,115.7,47.1,4.19,39.0,189.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
458.7,145.6,54.3,135.5,66.7,45.7,7.06,66.0,197.9,Poor,Very Poor,Poor,Poor,Poor,Poor
489.6,493.6,22.9,116.3,16.3,37.9,9.67,44.1,60.3,Severe,Very Poor,Severe,Severe,Severe,Severe
61.2,341.6,67.7,144.4,28.9,37.8,4.93,0.6,123.6,Poor,Very Poor,Very Poor,Poor,Poor,Poor
325.7,593.6,171.4,72.1,221.0,45.8,4.41,77.9,148.4,Severe,Very Poor,Severe,Severe,Severe,Severe
483.0,590.1,176.7,13.9,40.2,26.5,1.44,34.1,147.4,Moderate,Very Poor,Satisfactory,Satisfactory,Moderate,Poor
138.2,341.6,173.7,124.4,246.1,46.0,8.81,48.6,28.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
143.1,181.9,77.7,50.5,153.7,48.0,8.77,59.7,191.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
416.1,488.7,147.7,55.6,94.4,39.8,7.93,20.7,8.7,Severe,Very Poor,Severe,Severe,Severe,Severe
170.9,43.2,41.7,29.9,166.4,42.3,9.57,8.2,23.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
100.6,222.6,32.6,22.0,203.3,17.7,9.95,28.8,28.5,Poor,Very Poor,Moderate,Poor,Poor,Very Poor
297.2,500.1,38.3,142.3,73.2,30.1,1.54,76.1,49.9,Severe,Very Poor,Severe,Severe,Severe,Severe
471.2,236.8,77.2,138.9,41.2,40.6,6.52,90.2,165.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
184.7,444.8,110.3,29.4,20.0,17.3,6.28,20.9,112.2,Severe,Very Poor,Severe,Severe,Severe,Severe
145.4,326.1,104.5,7.8,231.4,14.4,9.58,89.1,17.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
123.1,599.5,107.4,94.0,150.5,33.2,5.28,98.4,164.2,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Satisfactory
75.0,189.6,183.6,142.2,163.6,29.7,9.32,67.0,78.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
71.7,273.4,195.9,44.6,80.9,39.4,1.1,24.1,117.9,Poor,Very Poor,Very Poor,Poor,Poor,Poor
348.9,125.8,19.8,106.7,99.0,43.4,8.37,15.5,134.4,Severe,Very Poor,Moderate,Severe,Severe,Severe
5.8,59.6,144.4,108.8,232.0,39.3,3.2,29.9,56.6,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
331.9,111.7,124.9,143.7,204.7,1.6,3.29,7.0,1.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
277.7,43.1,162.0,123.1,212.7,0.2,6.78,51.6,51.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
244.1,292.7,18.6,31.7,166.3,39.1,5.08,32.8,76.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
343.6,159.8,82.3,98.2,18.6,46.0,9.83,40.9,135.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
446.9,586.6,75.8,137.4,180.9,7.0,2.03,35.3,103.4,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
23.8,271.5,173.0,71.4,87.7,24.6,6.11,5.5,156.8,Poor,Very Poor,Poor,Poor,Poor,Poor
320.2,229.1,58.1,12.5,91.3,41.9,7.96,77.3,155.3,Severe,Very Poor,Poor,Severe,Severe,Severe
96.1,350.6,152.4,107.7,28.2,6.9,7.51,16.2,37.7,Poor,Very Poor,Very Poor,Poor,Poor,Poor
408.6,554.9,30.1,139.1,235.6,3.6,6.66,55.2,38.9,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
346.2,548.9,198.7,125.9,202.1,39.3,8.62,72.8,73.7,Severe,Very Poor,Severe,Severe,Severe,Severe
485.6,158.0,144.1,120.7,244.6,11.0,6.28,65.0,32.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
164.0,368.5,186.5,56.1,3.1,3.8,5.31,18.6,195.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
289.1,436.4,103.5,97.9,109.2,42.3,1.06,62.1,156.0,Severe,Very Poor,Poor,Severe,Severe,Severe
342.7,410.9,53.9,91.3,128.0,36.5,4.63,89.6,18.8,Severe,Very Poor,Severe,Severe,Severe,Severe
133.4,426.3,195.5,48.7,233.5,39.3,4.27,26.7,36.4,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
353.5,28.0,31.8,127.4,185.3,25.0,0.7,8.0,80.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
102.8,295.1,43.0,133.8,140.0,14.2,0.63,25.0,67.4,Poor,Very Poor,Very Poor,Poor,Poor,Poor
306.4,507.8,161.0,140.0,231.3,4.2,4.88,53.4,121.1,Severe,Very Poor,Severe,Severe,Severe,Severe
144.8,415.7,7.8,68.3,250.0,38.0,2.79,32.9,119.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
361.9,488.5,105.6,130.1,88.9,35.8,9.08,83.9,138.9,Severe,Very Poor,Severe,Severe,Severe,Severe
427.9,457.9,154.9,48.7,184.3,12.8,4.18,18.0,150.1,Severe,Very Poor,Severe,Severe,Severe,Severe
259.1,393.4,181.1,81.5,106.0,49.2,0.54,38.3,120.8,Severe,Very Poor,Severe,Severe,Severe,Moderate
330.8,210.0,188.6,10.7,180.7,19.6,6.73,87.0,161.1,Severe,Very Poor,Poor,Severe,Severe,Severe
4.9,240.8,53.1,1.5,226.0,37.1,4.19,19.5,27.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
205.1,581.6,187.2,79.0,105.0,41.3,7.16,21.7,132.3,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
165.6,46.5,193.1,120.5,88.0,33.1,1.6,35.9,177.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Satisfactory
280.0,363.8,99.9,123.0,57.7,43.4,3.68,72.4,67.8,Severe,Very Poor,Severe,Severe,Severe,Severe
49.9,218.6,42.3,117.0,57.0,38.7,6.53,35.7,52.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
480.1,321.4,3.2,70.1,224.8,38.3,3.39,46.6,150.8,Poor,Very Poor,Severe,Poor,Poor,Poor
20.2,514.5,39.6,26.3,208.9,13.2,9.17,40.3,73.8,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
177.9,308.1,184.7,127.0,209.7,39.0,9.75,10.9,22.2,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
430.9,273.2,99.2,22.6,165.5,38.0,5.53,73.6,165.4,Poor,Very Poor,Poor,Poor,Poor,Poor
369.2,257.0,71.0,109.3,114.9,2.4,6.73,9.6,84.9,Poor,Very Poor,Moderate,Poor,Poor,Poor
92.7,294.6,136.7,32.2,235.9,19.5,3.97,85.0,40.1,Poor,Very Poor,Very Poor,Poor,Poor,Poor
77.5,231.4,178.5,10.0,35.0,35.1,1.63,56.5,80.7,Moderate,Very Poor,Good,Very Poor,Moderate,Poor
250.9,238.3,48.1,78.2,108.9,35.6,0.69,45.4,46.6,Moderate,Very Poor,Satisfactory,Severe,Severe,Severe
479.9,132.8,168.3,33.8,67.3,25.0,2.14,92.7,124.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
255.6,451.7,36.3,7.4,209.6,11.1,8.29,71.8,77.4,Severe,Very Poor,Severe,Severe,Severe,Severe
490.1,552.5,170.2,57.0,45.1,15.3,2.93,78.7,82.8,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
411.7,423.5,195.7,6.3,76.0,21.2,3.71,92.1,102.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
137.9,201.6,183.0,18.5,118.2,27.0,1.33,27.4,149.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Moderate
452.4,236.2,17.3,27.0,64.2,34.6,6.71,75.1,44.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
439.1,6.5,73.1,85.9,77.0,9.9,9.79,99.0,43.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
273.4,545.2,57.5,101.0,176.7,39.3,9.43,79.8,138.8,Severe,Very Poor,Severe,Severe,Severe,Severe
347.4,581.7,8.1,129.6,14.2,45.3,4.35,99.0,91.3,Severe,Very Poor,Severe,Severe,Severe,Severe
81.1,23.7,100.5,78.8,50.5,49.8,2.75,73.7,98.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Satisfactory
220.1,435.8,0.1,73.5,56.9,0.3,6.7,96.7,43.2,Severe,Very Poor,Severe,Severe,Severe,Severe
169.6,165.0,70.4,58.1,10.2,27.7,9.65,54.6,73.9,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
200.3,304.6,155.9,132.0,213.8,25.6,1.29,16.2,36.0,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
156.6,329.4,161.9,115.7,178.5,38.3,4.73,82.5,136.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
372.5,178.6,192.5,32.3,32.8,16.7,5.25,76.9,19.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
5.0,557.4,32.1,130.0,99.7,9.4,4.94,47.2,156.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
461.2,202.2,27.4,36.5,63.5,37.1,5.71,90.3,50.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
328.3,14.8,166.2,121.0,44.2,42.4,4.29,39.4,141.0,Severe,Very Poor,Poor,Severe,Severe,Severe
332.1,333.5,2.4,92.7,249.0,21.2,1.18,14.6,55.0,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
71.2,8.6,79.4,25.3,90.7,35.9,2.13,93.3,116.1,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
304.2,324.7,10.0,106.8,5.3,13.7,0.99,35.4,122.0,Severe,Very Poor,Severe,Severe,Severe,Very Poor
320.6,425.8,184.0,130.1,194.5,31.0,3.21,77.5,151.3,Severe,Very Poor,Severe,Severe,Severe,Severe
430.9,40.1,96.9,20.1,178.6,31.7,5.64,83.8,41.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
482.7,423.1,13.1,99.8,47.9,20.6,7.54,20.8,106.6,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
327.0,217.5,160.9,12.9,34.8,30.5,6.49,97.4,60.2,Severe,Very Poor,Moderate,Severe,Severe,Severe
333.7,92.0,9.2,118.9,110.3,31.2,2.86,8.0,9.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
268.2,103.3,81.4,130.8,98.9,18.9,3.31,46.0,109.4,Severe,Very Poor,Moderate,Severe,Severe,Severe
